publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2018_19_3fe15a03,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C26,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2018–19,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,16,observed,16,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C13,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2019–20,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2019_20_6d3dcb6c,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C27,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2019–20,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,15,observed,15,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C14,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2020–21,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2020_21_d6db3b1d,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C28,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2020–21,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,18,observed,18,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C15,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2021–22,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2021_22_dd8903a1,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C29,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2021–22,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2008_09_f695681e,NUMBER_a081e07b,published-value,published-unit,2783,observed,2783,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C2,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2008–09,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2008_09_f695681e,PROPORTION_13745b70,published-value,published-unit,19.5,observed,19.5,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C16,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2008–09,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2009_10_d4eb8e50,NUMBER_a081e07b,published-value,published-unit,2847,observed,2847,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C3,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2009–10,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2009_10_d4eb8e50,PROPORTION_13745b70,published-value,published-unit,18.8,observed,18.8,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C17,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2009–10,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2010_11_bcb455ae,NUMBER_a081e07b,published-value,published-unit,2677,observed,2677,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C4,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2010–11,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2010_11_bcb455ae,PROPORTION_13745b70,published-value,published-unit,20.2,observed,20.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C18,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2010–11,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2011_12_dd65d86c,NUMBER_a081e07b,published-value,published-unit,3050,observed,3050,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C5,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2011–12,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2011_12_dd65d86c,PROPORTION_13745b70,published-value,published-unit,20.8,observed,20.8,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C19,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2011–12,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2012_13_94552411,NUMBER_a081e07b,published-value,published-unit,3999,observed,3999,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C6,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2012–13,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2012_13_94552411,PROPORTION_13745b70,published-value,published-unit,22.5,observed,22.5,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C20,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2012–13,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2013_14_4115b20a,NUMBER_a081e07b,published-value,published-unit,4150,observed,4150,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C7,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2013–14,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2013_14_4115b20a,PROPORTION_13745b70,published-value,published-unit,19.4,observed,19.4,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C21,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2013–14,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2014_15_392dc544,NUMBER_a081e07b,published-value,published-unit,3740,observed,3740,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C8,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2014–15,Number
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2014_15_392dc544,PROPORTION_13745b70,published-value,published-unit,17.5,observed,17.5,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C22,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2014–15,Proportion (%)
2022-06-30,2022-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,2015_16_ecc4ae2a,NUMBER_a081e07b,published-value,published-unit,3613,observed,3613,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R8C9,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,02 Acts intended to cause injury,2015–16,Number
