publication_vintage_date,reference_date,sex_id,indigenous_status_id,jurisdiction_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sex,raw_indigenous_status,raw_jurisdiction,raw_observation_period,raw_statistic_basis
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,QUEENSLAND_8f0791ed,2021_22_dd8903a1,OFFENDER_RATE_bf190e83,published-value,published-unit,2534.7,observed,2534.7,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R24C15,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,Queensland(h)(i)(j),2021–22(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,QUEENSLAND_8f0791ed,2022_23_819e8237,NUMBER_a081e07b,published-value,published-unit,5950,observed,5950,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R24C8,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,Queensland(h)(i)(j),2022-23,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,QUEENSLAND_8f0791ed,2022_23_819e8237,OFFENDER_RATE_bf190e83,published-value,published-unit,2699,observed,2699,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R24C16,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,Queensland(h)(i)(j),2022-23(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,QUEENSLAND_8f0791ed,2023_24_cb6f8507,NUMBER_a081e07b,published-value,published-unit,5994,observed,5994,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R24C9,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,Queensland(h)(i)(j),2023-24,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,QUEENSLAND_8f0791ed,2023_24_cb6f8507,OFFENDER_RATE_bf190e83,published-value,published-unit,2655.2,observed,2655.2,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R24C17,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,Queensland(h)(i)(j),2023-24,Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C2,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2016–17,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2016_17_14c8c17c,OFFENDER_RATE_bf190e83,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C10,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2016–17(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C3,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2017–18,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2017_18_e0619229,OFFENDER_RATE_bf190e83,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C11,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2017–18(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C4,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2018–19,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2018_19_3fe15a03,OFFENDER_RATE_bf190e83,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C12,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2018–19(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,1268,observed,1268,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C5,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2019–20,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2019_20_6d3dcb6c,OFFENDER_RATE_bf190e83,published-value,published-unit,3242.4,observed,3242.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C13,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2019–20(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,1415,observed,1415,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C6,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2020–21,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2020_21_d6db3b1d,OFFENDER_RATE_bf190e83,published-value,published-unit,3531.9,observed,3531.9,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C14,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2020–21(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,1268,observed,1268,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C7,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2021–22,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2021_22_dd8903a1,OFFENDER_RATE_bf190e83,published-value,published-unit,3096.2,observed,3096.2,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C15,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2021–22(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2022_23_819e8237,NUMBER_a081e07b,published-value,published-unit,1287,observed,1287,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C8,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2022-23,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2022_23_819e8237,OFFENDER_RATE_bf190e83,published-value,published-unit,3077.4,observed,3077.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C16,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2022-23(d),Offender rate(c)
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2023_24_cb6f8507,NUMBER_a081e07b,published-value,published-unit,1422,observed,1422,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C9,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2023-24,Number
2024-06-30,2024-06-30,PERSONS_4d6dccab,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,SOUTH_AUSTRALIA_0abd141a,2023_24_cb6f8507,OFFENDER_RATE_bf190e83,published-value,published-unit,3330,observed,3330,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 42,R37C17,sha256:89dd7b3b315dc25d32a4ed96958cc5d901ea553a60120dd1258f0220cde5eab7,RecipeV01,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,sha256:3b962be847aed470c02e71fd3b8b15cde03ce93705ba0c78d489d3303994e686,recorded-crime-offenders,sha256:dfefefc59f6ae4111196bbc75101dbd615c2052da8e59bdbbb259b19b945899f,tidy.table-family-acceptance/v2,sha256:9059e51ad66e5888d67bf6abc68ce1d29b6f4b547d01e9000512901b92c11b9d,sha256:e004f9a0f2bf68bf2211d836045748466d45c13d68b02dc183af3bd126ddbf42,sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:84dee4e1de67f8e0491052838950bc1e246935929079a825bc376de493ae138b,Persons(f),Aboriginal and Torres Strait Islander,South Australia(k),2023-24,Offender rate(c)
