publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,jurisdiction_id,observation_period_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_jurisdiction,raw_observation_period,raw_classification_context
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_TOTAL_ADJUDICATED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,9,observed,9,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C4,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,"Total
adjudicated(a)","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,7,observed,7,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C5,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,Transfer to other court levels,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_WITHDRAWN_BY_PROSECUTION,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C6,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,Withdrawn by prosecution,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_ACQUITTED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,230,observed,230,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C2,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,Acquitted,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_GUILTY_OUTCOME,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,485,observed,485,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C3,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,Guilty outcome,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_TOTAL,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,886,observed,886,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C7,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,Total(b),"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_TOTAL_ADJUDICATED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,713,observed,713,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C4,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,"Total
adjudicated(a)","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,60,observed,60,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C5,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,Transfer to other court levels,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_021_ASSAULT,METHOD_WITHDRAWN_BY_PROSECUTION,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,116,observed,116,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R10C6,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,021 Assault,Withdrawn by prosecution,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_ACQUITTED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,8,observed,8,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C2,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,Acquitted,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_GUILTY_OUTCOME,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,10,observed,10,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C3,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,Guilty outcome,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_TOTAL,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,13,observed,13,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C7,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,Total(b),"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_TOTAL_ADJUDICATED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,15,observed,15,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C4,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,"Total
adjudicated(a)","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C5,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,Transfer to other court levels,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_0291_STALKING,METHOD_WITHDRAWN_BY_PROSECUTION,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,3,observed,3,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R12C6,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,0291 Stalking,Withdrawn by prosecution,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,METHOD_ACQUITTED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,8,observed,8,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R11C2,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,029 Other acts intended to cause injury,Acquitted,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,METHOD_GUILTY_OUTCOME,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,14,observed,14,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R11C3,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,029 Other acts intended to cause injury,Guilty outcome,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,METHOD_TOTAL,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,35,observed,35,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R11C7,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,029 Other acts intended to cause injury,Total(b),"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
