publication_vintage_date,reference_date,characteristic_category_id,sex_id,sentence_statistic_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_sex,raw_sentence_statistic,raw_observation_period,raw_court_level
2025-06-30,2024-06-30,CHAR_10_14_YEARS,PERSONS,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,105,observed,105,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R43C3,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,10–14 years,Persons(c),Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_10_14_YEARS,PERSONS,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,675,observed,675,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R43C6,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,10–14 years,Persons(c),Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_10_14_YEARS,PERSONS,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,CHILDRENS_COURTS,defendant-count,person,2167,observed,2167,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R43C9,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,10–14 years,Persons(c),Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_10_14_YEARS,PERSONS,SENTENCE_TOTAL,2024-06-30,CHILDRENS_COURTS,defendant-count,person,3598,observed,3598,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R43C10,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,10–14 years,Persons(c),Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,CHILDRENS_COURTS,defendant-count,person,127,observed,127,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C5,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,CHILDRENS_COURTS,defendant-count,person,99,observed,99,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C2,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_FINES,2024-06-30,CHILDRENS_COURTS,defendant-count,person,115,observed,115,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C7,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,CHILDRENS_COURTS,defendant-count,person,59,observed,59,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C4,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,CHILDRENS_COURTS,defendant-count,person,619,observed,619,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C8,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,73,observed,73,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C3,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,675,observed,675,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C6,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,CHILDRENS_COURTS,defendant-count,person,2109,observed,2109,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C9,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,FEMALES,SENTENCE_TOTAL,2024-06-30,CHILDRENS_COURTS,defendant-count,person,3874,observed,3874,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R37C10,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Females,Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,CHILDRENS_COURTS,defendant-count,person,439,observed,439,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C5,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,CHILDRENS_COURTS,defendant-count,person,892,observed,892,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C2,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_FINES,2024-06-30,CHILDRENS_COURTS,defendant-count,person,483,observed,483,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C7,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,CHILDRENS_COURTS,defendant-count,person,302,observed,302,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C4,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,CHILDRENS_COURTS,defendant-count,person,1925,observed,1925,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C8,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,430,observed,430,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C3,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,CHILDRENS_COURTS,defendant-count,person,2197,observed,2197,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C6,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,CHILDRENS_COURTS,defendant-count,person,5369,observed,5369,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C9,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
2025-06-30,2024-06-30,CHAR_15_19_YEARS,MALES,SENTENCE_TOTAL,2024-06-30,CHILDRENS_COURTS,defendant-count,person,12061,observed,12061,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 13,R30C10,sha256:a532d9eabc0322ce6a7d7f384cf7bdc75dbf8e7d6dc6e371c1def3d5bc4f100f,criminal-courts-australia,sha256:73aefdb7e1740a6865e8378cd4a2c95fa0181d5a4bab8e86b114129cefc9c5e5,tidy.table-family-acceptance/v1,sha256:c78e6ef2f7d15a4bd65786263e1e3d13c6effd4e524dd7d3819242aaa9cf2066,sha256:afbfd222d58e24bf2b11032840d1d898cdb5ac7e9ffdc0507b3b4ab1b2301aee,sha256:18ada93faa37825921c0a3490a22bac60859d73fc58d189a5b492679ecd22f99,human-authored/deterministic-map-v1,replay:sha256:89980ae5479494436d7ecb5bc141896ca648478544a7c86fcb0b7f688ac055e3,15–19 years,Males,Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Children's Courts, 2023–24 to 2024–25. It ranges from cell A1 to J53."
